data,Libya,Benghazi,Tripoli,Misrata,Aljufra,Ejdabia,Aljfara,Azzawya,Sebha,Alkufra,Murzuq
Smell is not good ,1,1,0,3,0,0,0,5,1,0,1
Water is discoloured,1,0,1,3,0,1,50,3,0,1,0
Water causes health issues (like diarrhea),1,0,3,4,0,0,0,2,0,0,0
Other (please specify),0,0,0,0,0,0,0,0,0,0,0
Don't know,3,0,1,0,0,4,0,0,0,16,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,1
"What methods do you use, if any, to improve the quality of your drinking water?","","","","","","","","","","",""
No treatment methods used,52,0,66,79,100,33,50,31,36,82,0
Boiling,19,0,19,7,0,53,0,56,36,7,83
"Disinfection (tablets, iodine, etc.)",3,0,0,0,0,7,0,19,18,0,0
Water filters,24,100,6,7,0,7,0,31,5,7,0
Other (please specify),2,0,0,3,0,7,50,0,5,0,0
Don't know,3,0,9,3,0,0,0,0,0,3,17
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0
"Over the past 7 days, on how many days did you have access to drinking water from the public network?","","","","","","","","","","",""
Every day (7 days),36,92,53,33,24,27,50,49,11,25,11
Rarely (1-3 days),29,0,17,27,54,26,50,15,43,5,75
Most days (4-6 days),25,8,20,25,16,18,0,20,36,69,10
Not at all (0 days),9,0,9,13,6,30,0,16,5,0,4
Don't know,1,0,1,2,0,0,0,0,5,1,1
What kind of toilet do you have access to inside your shelter or within easy reach?,"","","","","","","","","","",""
Flush toilet (Arabic or Western),48,69,63,54,76,28,100,44,38,22,33
Pour toilet (Arabic or Western),47,42,28,40,24,74,0,54,40,68,57
Dry pit latrine (without water),6,3,6,8,0,4,0,3,21,8,5
No toilet inside shelter or within easy reach,1,0,3,1,0,1,0,0,1,2,4
Other (please specify),0,0,0,0,0,0,0,0,0,0,0
Don't know,0,1,0,1,0,0,0,0,0,0,1
Prefer not to answer,0,0,1,0,0,0,0,0,1,0,1
How far is the nearest accessible toilet from your dwelling?,"","","","","","","","","","",""
201-300m,39,,20,0,,0,,,100,100,50
Up to 100m,22,,40,100,,0,,,0,0,0
101-200m,17,,40,0,,50,,,0,0,0
301-400m,17,,0,0,,50,,,0,0,33
500m or more,6,,0,0,,0,,,0,0,17
How did you most often dispose of trash over the past 30 days?,"","","","","","","","","","",""
"Collected by the municipality, waste management service (private or public), or other authority ",28,45,19,29,45,14,0,16,49,28,2
"Put in a public place designated for waste disposal, to be collected later",46,58,54,51,48,66,50,34,46,44,2
Left in the road or in a public place not designated for waste disposal,15,7,19,19,1,15,0,47,13,20,5
Buried or burned,16,2,6,1,20,4,50,9,1,12,88
Other (please specify),0,0,1,0,0,0,0,0,0,0,0
Don't know,0,0,0,2,0,0,0,0,0,0,1
Prefer not to answer,0,0,1,0,0,0,0,0,0,0,2
How far is the trash disposal point from your dwelling?,"","","","","","","","","","",""
Up to 100m,29,29,47,63,2,14,0,17,1,82,7
101-200m,23,49,24,16,6,40,0,24,18,8,25
201-300m,17,21,10,8,5,18,50,13,27,4,46
500m or more,16,0,9,4,80,12,0,7,13,3,4
301-400m,9,0,6,4,2,8,50,24,23,3,17
401-500m,6,1,3,5,5,8,0,15,17,1,1
How frequently is your trash collected?,"","","","","","","","","","",""
More than once per week,55,66,63,52,71,100,,8,21,54,33
Once per week,34,19,17,34,29,0,,50,61,46,33
Once every two weeks,7,11,14,4,0,0,,35,7,0,0
Don't know,2,0,0,2,0,0,,0,11,0,0
Once per month,2,2,6,4,0,0,,8,0,0,0
Less frequently than once per month,1,1,0,4,0,0,,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,,0,0,0,33
"Among these products, are there any that you require but are unable to purchase?","","","","","","","","","","",""
There are no hygiene products that we require but are unable to purchase,60,92,35,45,37,69,0,79,63,44,85
Soap (liquid and bar)                                    ,24,1,26,23,60,21,50,5,19,39,4
"Disinfectant - surface cleaner (powder, liquid detergent)",19,4,39,34,12,19,50,13,17,31,2
Toothpaste ,12,4,20,20,16,1,50,2,13,25,4
Clean toothbrushes     ,8,3,15,15,16,1,50,2,7,12,3
Sanitary pads,4,0,12,10,0,1,50,11,1,0,0
Baby diapers                                               ,4,0,8,6,5,1,50,11,2,0,0
Water container (or Jerry can) ,14,1,7,4,59,13,50,1,17,6,3
Shampoo                                                     ,25,5,34,29,59,5,50,8,21,44,3
Dishwashing liquid ,19,1,18,17,57,9,50,8,11,33,1
Other (please specify),1,1,3,2,1,0,0,1,0,0,0
Don't know,1,0,2,5,0,1,50,0,1,0,5
Prefer not to answer,1,0,1,2,0,0,0,1,0,0,3
"If there were products in that list that you require but are unable to purchase, what is the main reason why you can't purchase them?","","","","","","","","","","",""
Too expensive,91,100,93,95,100,100,50,89,76,86,69
Not available in the market ,8,0,2,1,27,0,0,20,0,1,8
Can't reach the market ,3,0,2,0,0,0,0,3,2,10,15
Quality not good,8,0,4,0,0,0,0,54,40,4,4
Other (please specify),1,6,1,1,0,0,0,0,0,1,0
Don't know,1,0,1,0,0,0,50,0,0,1,8
Prefer not to answer,2,0,0,3,0,0,0,3,0,3,15
Have you been ill in the past 15 days?,"","","","","","","","","","",""
No,78,82,56,56,88,88,50,56,76,94,93
Yes,22,17,43,44,12,12,50,44,24,6,4
Don't know,0,1,1,0,0,0,0,0,0,1,1
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,2
Did you go to a health facility to access the needed health care?,"","","","","","","","","","",""
Yes,77,94,66,59,97,83,0,99,65,92,43
No,22,6,32,41,3,17,100,1,35,8,43
Don't know,0,0,0,0,0,0,0,0,0,0,14
Prefer not to answer,0,0,1,0,0,0,0,0,0,0,0
Do you face any challenges accessing health care when you need it?,"","","","","","","","","","",""
No,80,94,59,66,97,78,100,86,71,84,75
Yes,18,6,39,31,3,22,0,13,29,13,10
Don't know,2,0,1,2,0,0,0,1,0,2,13
Prefer not to answer,0,0,1,1,0,0,0,0,0,0,2
what are the main reasons for you to have limited or no access to healthcare?,"","","","","","","","","","",""
Health facilities have been damaged or destroyed,2,9,3,4,0,0,,0,4,0,0
Distance to health facilities is too far,22,18,21,11,38,2,,36,14,41,81
Route to health facilities is unsafe ,8,0,11,0,0,0,,5,22,14,0
Presence of explosive hazards,0,0,0,0,0,0,,0,0,0,0
No available health facilities that can accept new patients,2,0,1,2,0,5,,0,2,3,0
No/lack of money to pay for care,35,45,47,54,0,36,,27,16,17,19
Lack of means of transport to get to the healthcare facilities,10,27,7,17,0,5,,14,8,0,19
Lack of medical staff in general,15,0,5,2,0,38,,32,10,38,6
Lack of female medical staff in particular,2,0,1,0,0,5,,5,0,0,6
Lack of private room(s) for receiving confidential care,2,0,1,0,0,10,,5,2,0,0
Lack of medicines,12,0,10,2,62,43,,5,0,10,0
Lack of medical supplies,6,0,1,2,25,14,,14,4,7,0
Lack of documentation,12,0,12,13,12,14,,14,12,14,6
Price barriers to access medical aid,19,27,27,19,38,33,,14,4,10,0
Linguistic barriers,4,0,3,2,0,5,,23,2,7,0
No available health facilities that accept refugees/migrants,13,0,22,15,0,14,,0,14,10,0
Did not know where to go,4,0,3,2,0,12,,0,6,0,0
"For females, denial of permission from family members to visit health facility",0,0,0,0,0,0,,0,0,0,0
"For females, absence of male companion to accompany during visit to health facility",1,0,0,4,0,0,,0,0,0,0
Afraid to become known as a migrant,8,0,5,6,0,14,,9,8,21,0
Other (please specify),0,0,0,0,0,0,,0,0,0,0
Don't know,1,0,0,6,0,0,,0,2,0,0
Prefer not to answer,1,0,1,0,0,0,,0,2,0,6
What do you do when you do not have enough money to pay for all the healthcare that is needed?,"","","","","","","","","","",""
"Revert to non-medical alternatives  (e.g., traditional medicine, home treatments)",55,0,39,52,,80,,83,100,40,67
Prioritize emergency cases,18,20,18,34,,0,,33,0,0,0
Get medical treatment from individuals without professional training,10,0,6,17,,7,,17,0,0,33
"Use expired medicine or recycle medical items (e.g., syringes",3,0,0,3,,7,,17,0,0,0
Travel abroad for required medical treatment,0,0,0,0,,0,,0,0,0,0
Travel to other manitkas for required medical treatment,3,0,3,0,,7,,0,0,0,33
Self-treatment,28,0,36,14,,60,,0,12,60,0
Do not seek medical help,10,0,15,10,,7,,17,0,0,0
"Reduce expenditures on other needs (education, NFIs,  food)",11,60,15,0,,7,,33,0,0,0
Visit health centre managed by NGO,6,0,9,3,,0,,33,0,0,0
Visit Libyan medical doctor outside medical facilities,1,0,0,0,,0,,0,0,0,33
"Visit foreign medical doctor outside medical facilities,",5,0,0,0,,33,,0,0,0,0
Other (please specify),3,40,0,0,,0,,17,0,0,0
Don't know,3,0,3,7,,0,,0,0,0,0
Prefer not to answer,1,0,3,0,,0,,0,0,0,0
How do you travel from your place of residence to the nearest health service provider?,"","","","","","","","","","",""
By car,31,37,37,72,18,20,100,23,5,29,43
Have not visited a local health service provider,31,38,10,9,58,45,0,11,26,27,41
By foot,15,9,22,13,20,5,0,11,5,35,5
Driven there by somebody I know,12,10,6,2,4,17,0,35,35,6,2
By public transport,8,6,22,0,0,11,0,17,26,0,1
By bicycle,1,1,2,0,0,2,0,2,3,0,2
No way to get there,1,1,1,2,0,0,0,0,0,0,2
Don't know,0,0,2,1,0,0,0,0,0,0,1
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,3
Other (please specify),0,0,0,1,0,0,0,0,0,0,0
How much time does it take you to travel from your place of residence to the nearest health service provider using this form of travel?,"","","","","","","","","","",""
Less than 15 minutes,42,75,25,36,68,27,0,24,29,84,4
15-29 minutes,39,23,46,50,30,44,100,53,67,13,11
30-59 minutes,12,1,25,14,2,13,0,24,4,2,25
1-2 hours,6,0,3,0,0,17,0,0,0,0,58
More than 2 hours,0,1,1,0,0,0,0,0,0,0,1
Prefer not to answer,0,0,0,0,0,0,0,0,0,1,0
Did you give live birth in Libya during the 2 last years?,"","","","","","","","","","",""
No,69,100,73,51,,50,100,90,,100,
Yes,30,0,25,47,,50,0,10,,0,
Don't know,1,0,2,2,,0,0,0,,0,
Who assisted in the delivery?,"","","","","","","","","","",""
No one                                          ,0,,0,0,,0,,0,,,
Obstetrician,68,,62,73,,0,,100,,,
General practitioner,2,,0,0,,100,,0,,,
Certified midwife          ,10,,12,5,,0,,100,,,
Uncertified midwife         ,8,,6,9,,0,,0,,,
Nurse                                  ,10,,12,9,,0,,0,,,
Relatives / Friends ,8,,12,5,,0,,0,,,
Other (please specify),0,,0,0,,0,,0,,,
Don't know,0,,0,0,,0,,0,,,
Prefer not to answer,0,,0,0,,0,,0,,,
Do you suffer from any chronic disease?,"","","","","","","","","","",""
No,89,87,78,81,93,96,100,75,93,96,93
Yes,10,12,21,16,7,4,0,24,7,4,1
Don't know,1,0,1,2,0,0,0,1,0,0,4
Prefer not to answer,0,1,0,1,0,0,0,0,0,0,2
Which diseases do you suffer from? ,"","","","","","","","","","",""
Blood pressure ,31,29,38,34,53,25,,28,9,0,50
Heart disease,10,12,21,7,18,0,,5,0,0,0
Diabetes,30,29,49,28,35,25,,18,18,38,0
Asthma,11,8,5,7,0,0,,32,9,0,0
Joint pain (arthritis),25,12,18,34,29,38,,22,36,38,50
Chronic back pain (spinal cord),7,0,15,10,0,12,,2,9,12,0
Cataract ,0,0,0,0,0,0,,0,0,0,0
Stomach ulcers,10,4,5,10,0,0,,18,18,25,0
Kidney failure,1,0,0,0,6,0,,0,0,0,0
Epilepsy,1,4,0,0,0,0,,0,0,0,0
Other (please specify),5,0,8,17,6,0,,0,0,0,0
Don't know,0,0,0,0,0,0,,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,,0,0,0,0
Do you have adequate access to the needed health care services to treat this condition?,"","","","","","","","","","",""
"Yes, adequate access",50,79,40,21,47,25,,78,18,62,50
"Limited access (only sometimes, limited quantity, etc.)",38,17,50,45,24,75,,22,73,38,50
No access,11,4,8,31,29,0,,0,9,0,0
Don't know,1,0,2,3,0,0,,0,0,0,0
What are the services that are not available (when needed or prescribed)?,"","","","","","","","","","",""
No access to the health facility,20,20,30,32,0,0,,0,22,0,0
Lack of availability of specialized consultation,46,60,48,18,67,100,,78,0,67,100
Lack of availability of general practitioners for the follow-up,28,20,13,18,22,67,,22,78,0,100
"Lack of availability of radiologic tests (X-ray, ultrasound, scan, MRI, etc.)",14,0,17,0,0,50,,44,0,0,100
"Lack of availability of biologic tests (blood test, urinary test, etc.)",2,0,0,0,0,0,,22,0,0,0
"Lack of availability of specialized medical investigation (fibroscopy, angiography, etc.)",7,20,9,0,0,17,,22,0,0,0
Lack of availability of medicines ,32,0,35,23,89,33,,33,0,67,0
Other (please specify),9,0,0,27,22,0,,0,0,0,0
Don't know,3,0,4,9,0,0,,0,0,0,0
Prefer not to answer,1,0,4,0,0,0,,0,0,0,0
"Within the past 30 days, have you experienced any of the following? (select all that apply)","","","","","","","","","","",""
I did not experience any of the below ,36,61,24,44,42,40,50,33,33,11,30
Feeling little interest or pleasure doing things that you normally like,16,25,12,23,4,10,0,17,7,23,21
"Feeling down, depressed or hopeless",22,18,44,24,30,13,50,22,14,26,5
Feeling tired or having little energy for no good reason,34,21,33,37,40,20,50,32,17,44,58
"Trouble falling asleep, staying asleep or sleeping too much",15,6,37,15,6,16,50,22,12,10,14
Felt so nervous that nothing could calm you down,8,3,23,12,0,6,50,2,8,1,18
Felt so afraid that nothing could calm you down,5,1,20,8,0,1,50,5,7,3,7
Felt so angry that you felt out of control,5,1,11,3,0,11,50,11,6,1,4
Prefer not to answer,1,0,2,2,0,3,0,0,1,0,4
"Do you have physical or cognitive difficulties (for example: mobility, hearing, sight, communicating) which impact your ability to carry out day-to-day activities such as working, studying, walking, getting dressed, and remembering things?","","","","","","","","","","",""
No,96,98,90,94,100,99,50,94,93,97,92
Yes,3,2,9,6,0,1,50,6,2,1,1
Prefer not to answer,1,0,0,0,0,0,0,0,4,0,5
Don't know,1,1,1,0,0,0,0,0,1,1,2
Do you fall into any of the following categories:,"","","","","","","","","","",""
Minor difficulties carrying out daily activities but does not need assistance or attention,39,33,38,45,,0,0,50,33,33,50
No difficulty carrying out daily activities,29,33,6,27,,50,0,40,67,67,50
"A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",12,33,25,9,,0,0,0,0,0,0
"Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",12,0,12,9,,50,100,10,0,0,0
Cannot carry out daily activities independently and needs permanent assistance and attention,8,0,19,9,,0,0,0,0,0,0
What was the cause of the disability?,"","","","","","","","","","",""
"Congenital origin (i.e., present since birth)",41,100,38,9,,100,100,60,67,0,0
Illness,24,0,31,45,,0,0,0,0,67,0
Road accident,12,0,12,9,,0,0,20,33,0,0
Domestic accident,8,0,6,9,,0,0,10,0,33,0
Prefer not to answer,6,0,6,9,,0,0,0,0,0,50
Shot from war weapon,6,0,6,9,,0,0,10,0,0,0
"Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",2,0,0,0,,0,0,0,0,0,50
"Pregnancy complications (i.e., complications to the mother)",2,0,0,9,,0,0,0,0,0,0
Do you have adequate access to the health care that you need to treat or manage your condition?,"","","","","","","","","","",""
"Yes, adequate access",45,100,31,9,,0,0,70,100,100,50
"Limited access (only sometimes, limited quantity, etc.)",33,0,44,36,,100,0,30,0,0,50
No access,22,0,25,55,,0,100,0,0,0,0
What are the services that are not available (when needed or prescribed)?,"","","","","","","","","","",""
Lack of physical therapy and/or rehabilitation,38,,33,30,,50,100,67,,,0
Lack of wheelchair,17,,8,10,,50,0,33,,,100
"Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",24,,17,20,,50,0,67,,,0
Lack of psychosocial support,34,,25,30,,0,100,100,,,0
Other (please specify),0,,0,0,,0,0,0,,,0
Don't know,21,,8,50,,0,0,0,,,0
Prefer not to answer,3,,8,0,,0,0,0,,,0
1. Boys (6-10),"","","","","","","","","","",""
Average,0.218241042345277,0.5,0.206896551724138,0.186440677966102,0.1,0.230769230769231,0,0.287234042553192,0,0.454545454545455,0.04
2. Boys (11-17),"","","","","","","","","","",""
Average,0.234527687296417,0.5,0.206896551724138,0.254237288135593,0,0.153846153846154,0,0.287234042553192,0.214285714285714,0.181818181818182,0.2
3. Girls (6-10),"","","","","","","","","","",""
Average,0.166123778501629,0.25,0.258620689655172,0.152542372881356,0.2,0.384615384615385,0,0.117021276595745,0,0.363636363636364,0
4. Girls (11-17) ,"","","","","","","","","","",""
Average,0.175895765472313,0.25,0.241379310344828,0.254237288135593,0.1,0.153846153846154,0,0.159574468085106,0,0.0909090909090909,0.08
children_enrolled_calc,"","","","","","","","","","",""
Average,0.794788273615635,1.5,0.913793103448276,0.847457627118644,0.4,0.923076923076923,0,0.851063829787234,0.214285714285714,1.09090909090909,0.32
1. Boys (6-10),"","","","","","","","","","",""
Average,0.185667752442997,0.166666666666667,0.172413793103448,0.135593220338983,0.1,0.230769230769231,0,0.297872340425532,0.0714285714285714,0.272727272727273,0
2. Boys (11-17),"","","","","","","","","","",""
Average,0.182410423452769,0.0833333333333333,0.206896551724138,0.169491525423729,0,0.153846153846154,0,0.223404255319149,0.0714285714285714,0.363636363636364,0.2
3. Girls (6-10),"","","","","","","","","","",""
Average,0.130293159609121,0,0.172413793103448,0.152542372881356,0.2,0.384615384615385,0,0.106382978723404,0,0.181818181818182,0
4. Girls (11-17) ,"","","","","","","","","","",""
Average,0.146579804560261,0.25,0.172413793103448,0.220338983050847,0.1,0.153846153846154,0,0.127659574468085,0,0.0909090909090909,0.08
children_attending_calc,"","","","","","","","","","",""
Average,0.644951140065147,0.5,0.724137931034483,0.677966101694915,0.4,0.923076923076923,0,0.75531914893617,0.142857142857143,0.909090909090909,0.28
notattending_notenrolled_school_male,"","","","","","","","","","",""
Average,0.95114006514658,0.916666666666667,0.793103448275862,0.88135593220339,1.1,0.384615384615385,0,1.01063829787234,1.14285714285714,0.545454545454545,1.56
notattending_notenrolled_school_female,"","","","","","","","","","",""
Average,0.58957654723127,0.416666666666667,0.637931034482759,0.949152542372881,0.6,0.153846153846154,3,0.372340425531915,0,0.454545454545455,1.04
1. Less than 1 month,"","","","","","","","","","",""
Average,0,0,0,0,0,0,,0,0,0,0
2. 1-3 months,"","","","","","","","","","",""
Average,0.00568181818181818,0,0,0.03125,0,0,,0,0,0,0
3. 4-6 months,"","","","","","","","","","",""
Average,0.00568181818181818,0,0,0,0,0,,0.0172413793103448,0,0,0
4. More than 6 months,"","","","","","","","","","",""
Average,0.00568181818181818,0,0.0344827586206897,0,0,0,,0,0,0,0
5. Entire 2018-2019 school year ,"","","","","","","","","","",""
Average,0.164772727272727,0,0.482758620689655,0.1875,0,0.6,,0.0517241379310345,0.25,0,0
Never attended school,"","","","","","","","","","",""
Average,0.525641025641026,0.571428571428571,0.75,0.166666666666667,0,0,,0.781818181818182,0.75,2,0.1875
notattending_notenrolled_school_male_calc,"","","","","","","","","","",""
Average,0.647727272727273,0.571428571428571,0.931034482758621,0.375,0,0.6,,0.810344827586207,1,2,0.1875
1. Less than 1 month,"","","","","","","","","","",""
Average,0.024390243902439,0,0.0416666666666667,0.0588235294117647,0,0,0,0,,0,0
2. 1-3 months,"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
3. 4-6 months,"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
4. More than 6 months,"","","","","","","","","","",""
Average,0.00813008130081301,0,0.0416666666666667,0,0,0,0,0,,0,0
5. Entire 2018-2019 school year ,"","","","","","","","","","",""
Average,0.121951219512195,0,0.458333333333333,0.0294117647058824,0,1,0,0.0344827586206897,,0,0
Never attended school,"","","","","","","","","","",""
Average,0.288461538461538,0.2,0.333333333333333,0.25,0,0,0,0.5,,0.75,0.0714285714285714
notattending_notenrolled_school_female_calc,"","","","","","","","","","",""
Average,0.398373983739837,0.2,0.708333333333333,0.323529411764706,0,1,0,0.482758620689655,,0.75,0.0714285714285714
What type of education do the children in your household have access to in this baladiya?,"","","","","","","","","","",""
No access to formal education,31,8,22,29,70,15,0,28,43,0,60
Public school,35,75,36,32,25,77,100,30,21,73,16
Private school,36,75,22,27,5,15,100,66,14,55,0
Koranic school,30,67,12,20,0,8,100,57,7,36,16
Other (please specify),3,0,7,2,0,0,0,2,7,0,0
Don't know,5,0,9,10,0,0,0,0,7,0,12
Prefer not to answer,1,0,2,0,0,0,0,0,0,0,12
"Of the school-aged children in your household who are neither enrolled in school nor attending school, why are they not attending school?","","","","","","","","","","",""
"Problems with school infrastructure, or school is used for other purpose",27,11,8,9,0,0,0,60,17,0,45
"Problems with means, transport, materials, or food",28,11,18,27,0,40,100,46,0,0,32
"Problems with quality, curriculum, or capacity",30,0,10,2,0,20,0,79,25,0,27
Problems with safety and security,33,0,46,11,0,20,100,60,17,0,27
"Problems with child's health or behavior, lack of documentation, child marriage or pregnancy, discrimination, or the need for the child to work at home or for a salary",38,0,38,14,0,40,0,73,25,80,23
Other (please specify),17,67,8,9,100,60,0,5,0,0,14
Don't know,14,11,18,34,0,0,0,2,17,0,14
Prefer not to answer,8,0,8,14,0,0,0,0,8,20,27
What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,"","","","","","","","","","",""
"Lack of basic amenities at school (potable water, heat, electricity)",79,100,33,50,,,,92,0,,70
Lack of infrastructure (school buildings or classrooms) to accommodate all children,59,0,0,50,,,,79,0,,20
Lack of latrines separated by sex,24,0,33,0,,,,32,0,,10
Local schools overcrowded/lack of space in local schools,36,0,0,0,,,,53,0,,10
School is used for other purpose,59,0,0,0,,,,84,100,,0
Other (please specify),0,0,0,0,,,,0,0,,0
Don't know,5,0,33,50,,,,0,0,,0
Prefer not to answer,2,0,0,0,,,,0,0,,10
"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","","","","","","","","","","",""
Distance or transport constraint,73,100,57,67,,50,100,86,,,43
School fees or costs,68,0,71,67,,100,0,83,,,14
Lack of teaching and learning materials or supplies,32,0,43,17,,50,0,41,,,14
Lack of food,14,0,0,0,,50,0,21,,,14
Other (please specify),0,0,0,0,,0,0,0,,,0
Don't know,2,0,0,8,,0,0,0,,,0
Prefer not to answer,2,0,0,0,,0,0,0,,,14
"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","","","","","","","","","","",""
Language,80,,50,0,,100,,96,33,,0
"One or more school level is not available (pre-primary, primary, secondary, tertiary).",58,,0,0,,0,,74,0,,17
Lack of teachers,6,,25,0,,0,,4,0,,17
Poor quality of teaching,23,,50,0,,0,,20,0,,50
Education is not seen as useful,62,,50,0,,0,,74,33,,0
What is taught is not culturally or age appropriate,46,,50,0,,0,,54,0,,17
Other (please specify),0,,0,0,,0,,0,0,,0
Don't know,3,,0,100,,0,,0,33,,0
Prefer not to answer,0,,0,0,,0,,0,0,,0
What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,"","","","","","","","","","",""
Insecurity on the way to school or in the area (real or perceived),66,,67,20,,0,0,76,0,,83
The child joined an armed group or military.,6,,0,0,,0,0,11,0,,0
"Emotional or physical abuse by teachers (corporal punishment, humiliation, corporal punishment etc.)",30,,17,20,,0,0,45,0,,0
"Emotional or physical abuse by peers (bullying, fighting, discrimination, etc)",55,,11,0,,0,100,92,50,,0
Displaced by conflict,8,,17,0,,0,0,8,0,,0
Displaced by natural disaster,0,,0,0,,0,0,0,0,,0
Abduction/detention,31,,28,0,,0,0,45,0,,0
Other (please specify),0,,0,0,,0,0,0,0,,0
Don't know,6,,0,40,,100,0,0,50,,0
Prefer not to answer,3,,0,20,,0,0,0,0,,17
"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","","","","","","","","","","",""
The child has a prolonged illness.,0,,0,0,,0,,0,0,0,0
The child has a disability (access issue).,1,,7,0,,0,,0,0,0,0
The child is on the move.,43,,0,50,,0,,65,33,0,20
Lack of documentation,90,,80,83,,50,,100,67,100,60
Child marriage,0,,0,0,,0,,0,0,0,0
"Social discrimination (due to ethnicity, religion, poverty, gender, health, disability, or other)",60,,27,33,,50,,87,33,25,0
Suspended or expelled for performance or behaviour issues,21,,0,0,,0,,37,0,0,0
"The child is pregnant, lactating, or has a child of her own.",1,,0,0,,0,,2,0,0,0
The child is busy with chores.,38,,7,0,,0,,65,0,0,0
The child works.,11,,7,17,,0,,11,67,0,0
Other (please specify),0,,0,0,,0,,0,0,0,0
Don't know,0,,0,0,,0,,0,0,0,0
Prefer not to answer,1,,0,0,,0,,0,0,0,20
Would you like your children in your household that are not attending school to access education while in Libya?,"","","","","","","","","","",""
Yes,60,22,77,68,29,80,100,52,100,80,32
No,34,33,15,27,71,20,0,48,0,0,50
Prefer not to answer,7,44,8,5,0,0,0,0,0,20,18
Have any children in your household ever faced any of these issues when attending school in Libya?,"","","","","","","","","","",""
No issues faced by children in the household when attending school,47,90,52,64,67,12,,32,100,0,25
Lack of functioning latrines,17,10,26,0,17,25,,27,0,0,0
Lack of separate and safe toilets for boys and girls,11,0,11,0,0,50,,14,0,29,0
Lack of clean water,14,0,7,0,17,12,,32,0,29,0
Lack of accessibility for students living with disabilities,2,0,4,0,0,0,,3,0,0,0
Overcrowding,11,0,4,8,17,38,,16,0,0,25
Poor quality of teachers,13,0,4,8,17,12,,16,0,71,0
Violence from teachers (excluding sexual violence or harassment),7,0,7,4,0,0,,16,0,0,0
Bullying/violence from other students (excluding sexual violence or harassment),19,0,15,4,0,75,,32,0,0,25
Sexual violence or harassment,1,0,0,0,0,0,,3,0,0,0
Discrimination,20,0,15,24,0,12,,38,0,14,0
Attempted recruitment by armed actors,0,0,0,0,0,0,,0,0,0,0
"School building conversion into other purposes (displaced accommodation, military barracks, etc.)",4,0,4,0,0,0,,11,0,0,0
Other (please specify),1,0,0,0,17,0,,0,0,0,0
Don't know,2,0,0,8,0,0,,0,0,0,25
Prefer not to answer,1,0,0,4,0,0,,0,0,0,0
1. Attending formal Libyan school unofficially,"","","","","","","","","","",""
Average,0.024390243902439,0,0,0.0476190476190476,0,0.222222222222222,,0.0232558139534884,0,0,0
2. Attending unofficial or unrecognised private school,"","","","","","","","","","",""
Average,0.0284552845528455,0,0.1,0.0238095238095238,0,0,,0.0116279069767442,0.0666666666666667,0,0
3. Non formal education at NGO centre,"","","","","","","","","","",""
Average,0,0,0,0,0,0,,0,0,0,0
4. Employer providing professional training,"","","","","","","","","","",""
Average,0.0772357723577236,0,0,0.0476190476190476,0,0,,0.197674418604651,0,0,0
5. Non-formal education at home,"","","","","","","","","","",""
Average,0.150406504065041,0,0.125,0,0,0.111111111111111,,0.325581395348837,0.2,0,0
6. Non formal education at faith-based organization,"","","","","","","","","","",""
Average,0.032520325203252,0,0.025,0.0714285714285714,0,0,,0.0116279069767442,0,0.333333333333333,0
7. Non formal education at community centre,"","","","","","","","","","",""
Average,0.0040650406504065,0,0.025,0,0,0,,0,0,0,0
8. Non formal education at Museum/libraries,"","","","","","","","","","",""
Average,0,0,0,0,0,0,,0,0,0,0
"9, Homeschooling/self-learning","","","","","","","","","","",""
Average,0.0934959349593496,0,0.075,0.0476190476190476,0,0,,0.127906976744186,0.466666666666667,0,0
Other (please specify),"","","","","","","","","","",""
Average,0,0,0,0,0,0,,0,0,0,0
nonformal_education_boys_calc,"","","","","","","","","","",""
Average,0.410569105691057,0,0.35,0.238095238095238,0,0.333333333333333,,0.697674418604651,0.733333333333333,0.333333333333333,0
1. Attending formal Libyan school unofficially,"","","","","","","","","","",""
Average,0.0106382978723404,0.142857142857143,0.027027027027027,0,0,0,0,0,,0,0
2. Attending unofficial or unrecognised private school,"","","","","","","","","","",""
Average,0.0372340425531915,0,0.027027027027027,0.0980392156862745,0,0,1,0,,0,0
3. Non formal education at NGO centre,"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
4. Employer providing professional training,"","","","","","","","","","",""
Average,0,0,0,0,0,0,0,0,,0,0
