data,Libya,no,yes
What type of information would you like to receive from aid providers? ,"","",""
The security situation here,29,25,41
Finding missing people,2,2,2
How to register for aid,36,38,31
Food prices,6,6,5
How to get healthcare/medical attention,27,27,27
"How to replace personal documentation (e.g., birth certificate, ID)",10,7,17
How to get access to education,6,3,15
How to find work,22,24,17
How to get more money/financial support,37,39,31
Information about possible return to place of origin/relocation,7,8,3
How to complain about the aid we are receiving,2,2,2
Other (please specify),1,0,1
Don't know,3,3,3
Prefer not to answer,1,1,0
Who/where would you prefer to receive information from?,"","",""
Community leader,26,24,33
Places of worship,22,22,24
Government Officials,14,13,17
Friends/family inside Libya ,50,50,48
Friends/family in country of origin,5,6,4
Friends/family in other countries (diaspora),1,1,1
Aid workers from the United Nations,28,29,23
Aid workers from local NGOs,18,17,21
Aid workers from International NGOs,20,19,21
Other (please specify),1,1,1
Don't know,2,2,2
Prefer not to answer,0,0,0
What is your preferred means of receiving the information?,"","",""
Phone call,57.9,56.4,62.6
Facebook,9.3,10.1,6.7
In person / face-to-face (please specify from whom),8.9,9.8,6.5
SMS,5.4,4.8,7
Leaflets,4,4.4,2.6
Television,4,4,4
WhatsApp (or other mobile phone based platform),3.3,2.7,4.9
Billboards,2.4,2.6,1.9
Posters,1.6,2,0.5
Don't know,1.1,1.2,0.9
Loudspeakers,0.7,0.5,1.2
Other (please specify),0.4,0.4,0.5
Other internet platforms,0.3,0.3,0.5
Prefer not to answer,0.3,0.4,0
Twitter,0.3,0.3,0.2
Newspapers,0.1,0.1,0.2
In the last 6 months have you been asked about what aid you would like to receive?,"","",""
No,90.6,93.1,83.7
Yes,7.6,5.3,14
Don't know,1.3,1.1,2.1
Prefer not to answer,0.5,0.5,0.2
Did you receive what you asked for? ,"","",""
No,50,44.1,55
Yes,48.5,52.9,45
Prefer not to answer,1.5,2.9,0
"How would you prefer to provide feedback to aid providers about the quality, quantity and appropriateness of the aid you will receive?  ","","",""
Face to face with member of the community ,56.4,55.7,58.4
Phone call,30.9,31,30.9
SMS,3,2.8,3.7
Complaints/suggestions box,2.6,2.7,2.1
Social media (specify site),2.2,2.3,1.6
Don't know,1.5,1.5,1.6
E-mail,1.4,1.6,0.9
Prefer not to answer,0.6,0.8,0.2
Letter,0.6,0.8,0.2
Other (please specify),0.3,0.4,0.2
Tweet ,0.3,0.5,0
