data,Libya,no,yes
Prefer not to answer,0.3,0.4,0
What type of information would you like to receive from aid providers? ,"","",""
The security situation here,29,36,21
Finding missing people,2,3,2
How to register for aid,36,35,38
Food prices,6,6,5
How to get healthcare/medical attention,27,30,23
"How to replace personal documentation (e.g., birth certificate, ID)",10,11,8
How to get access to education,6,6,6
How to find work,22,20,25
How to get more money/financial support,37,35,38
Information about possible return to place of origin/relocation,7,8,5
How to complain about the aid we are receiving,2,2,1
Other (please specify),1,0,1
Don't know,3,2,4
Prefer not to answer,1,0,0
Who/where would you prefer to receive information from?,"","",""
Community leader,26,21,33
Places of worship,22,19,26
Government Officials,14,18,9
Friends/family inside Libya ,49,51,48
Friends/family in country of origin,5,5,5
Friends/family in other countries (diaspora),1,1,2
Aid workers from the United Nations,27,28,27
Aid workers from local NGOs,18,16,21
Aid workers from International NGOs,20,15,27
Other (please specify),1,1,2
Don't know,2,1,2
Prefer not to answer,0,0,0
What is your preferred means of receiving the information?,"","",""
Phone call,57.9,63.5,51
Facebook,9.3,6.2,13.4
In person / face-to-face (please specify from whom),8.9,5.8,13.4
SMS,5.4,5.4,5.6
Television,4,5.2,2.5
Leaflets,4,2.9,5.1
WhatsApp (or other mobile phone based platform),3.3,3.6,2.9
Billboards,2.4,2.8,1.9
Posters,1.6,2.2,0.8
Don't know,1.1,0.8,1.1
Loudspeakers,0.7,0.4,1
Other (please specify),0.4,0.3,0.6
Other internet platforms,0.4,0.4,0.4
Prefer not to answer,0.3,0.3,0
Twitter,0.3,0.3,0.3
Newspapers,0.1,0,0.1
In the last 6 months have you been asked about what aid you would like to receive?,"","",""
No,90.6,93.4,88
Yes,7.6,5.4,10.3
Don't know,1.3,0.9,1.5
Prefer not to answer,0.5,0.3,0.1
Did you receive what you asked for? ,"","",""
No,50,28.8,64
Yes,48.5,69.2,34.7
Prefer not to answer,1.5,1.9,1.3
"How would you prefer to provide feedback to aid providers about the quality, quantity and appropriateness of the aid you will receive?  ","","",""
Face to face with member of the community ,56.5,54.3,60.3
Phone call,30.8,33.3,27.5
SMS,3,3.1,3
Complaints/suggestions box,2.6,2.8,2.2
Social media (specify site),2.2,2.1,2.2
Don't know,1.5,1.4,1.2
E-mail,1.4,0.9,2.1
Prefer not to answer,0.6,0.6,0.1
Letter,0.6,0.9,0.3
Other (please specify),0.3,0.2,0.6
Tweet ,0.3,0.3,0.4
